公司名,职位名,工作地点,薪资水平
成都卓影科技股份有限公司,java,上海-浦东,13000.0
韩泰轮胎,java,上海-徐汇,8000.0
海通安恒科技股份有限公司,java,上海-黄浦,16000.0
吉贝克信息技术,java,上海-浦东,17500.0
上海春笛信息科技有限公司,java,上海-浦东,13500.0
上海威联信息技术有限公司,java,上海-浦东,12000.0
上海勤电信息科技有限公司,java,上海,18500.0
天阳科技,java,上海-浦东,16500.0
沈阳东硕信息技术有限公司,java,上海-宝山,12000.0
盛唐科技(北京)有限公司,java,上海-浦东,11500.0
上海平欣电子有限公司,java,上海-静安,10500.0
上海晨钦信息科技服务有限公司,java,上海-浦东,19500.0
上海普元信创软件技术有限公司,java,上海-浦东,16500.0
申朴信息,java,上海-浦东,16000.0
深圳华云信息系统有限公司,java,上海-青浦,10500.0
先进数通,java,上海-浦东,14500.0
上海汉朔信息科技有限公司,java,上海-浦东,17500.0
北京亚康万玮信息技术股份有限公司,java,上海-青浦,13000.0
兰州沐先信息科技咨询有限公司,java,上海-静安,9000.0
沈阳东硕信息技术有限公司,c++,上海-宝山,10500.0
北京新致君阳信息技术有限公司,java,上海-浦东,17000.0
北京乐可威信息技术有限公司,java,上海-闵行,16500.0
深圳市鼎驰科技发展有限公司,java,上海-浦东,14000.0
京北方,java,上海-黄浦,14500.0
易思康(上海)信息技术有限公司,java,上海-闵行,15000.0
上海坤亿信息技术有限公司,java,上海-浦东,13500.0
上海伟豪建设工程有限公司,java,上海-静安,22500.0
上海新晨信息集成系统有限公司,java,上海-浦东,12000.0
沈阳东硕信息技术有限公司,c++,上海-宝山,9000.0
盛唐科技(北京)有限公司,java,上海-浦东,17000.0
苏州七剑软件有限公司,java,上海-浦东,12500.0
北京神州新桥科技有限公司,java,上海-浦东,15000.0
上海晨钦信息科技服务有限公司,java,上海-浦东,18000.0
上海汉升软件有限公司,java,上海-浦东,16000.0
上海嘉勉信息技术有限公司,java,上海,7000.0
维恩贝特科技有限公司,java,上海-浦东,13000.0
上海晨钦信息科技服务有限公司,java,上海-浦东,13000.0
福州世纪飞扬电子技术有限公司,java,上海-浦东,15500.0
长亮科技,java,上海-浦东,15500.0
上海裕日软件有限公司,java,上海-浦东,17500.0
平安国际融资租赁有限公司,java,上海-浦东,19000.0
博彦科技,java,上海-浦东,16000.0
上海建科集团股份有限公司,java,上海,16000.0
上海城市地理信息系统发展有限公司,java,上海-徐汇,18000.0
深圳市拓保软件有限公司,java,上海-浦东,10000.0
上海电科智能,java,上海-普陀,12000.0
探路工程项目管理(上海)有限公司,java,上海,4500.0
上海特速网络科技有限公司,python,上海-浦东,9000.0
中科软科技股份有限公司,java,上海-松江,14000.0
软通动力信息技术(集团)股份有限公司,java,上海-浦东,18500.0
上海儒一信息科技有限公司,java,上海-浦东,14500.0
重庆玉越信息技术有限公司,java,上海-静安,10000.0
上海坤亿信息技术有限公司,java,上海-长宁,14000.0
上海晨钦信息科技服务有限公司,java,上海-浦东,18500.0
北京神州数字科技有限公司,java,上海-浦东,16500.0
上海西派埃智能化系统有限公司,java,上海,15000.0
小鹏汽车,java,上海-静安,12500.0
华研信息技术(上海)有限公司,java,上海-浦东,15500.0
上海锐赢,java,上海-杨浦,13500.0
博彦科技,java,上海-杨浦,15000.0
深圳市睿服科技有限公司,java,上海-浦东,16500.0
上海玉越信息技术有限公司,java,上海-徐汇,14000.0
信华信技术(昆山)有限公司,java,上海-浦东,16000.0
上海北辰软件股份有限公司,java,上海-浦东,15000.0
软通动力信息技术(集团)股份有限公司,java,上海-宝山,15500.0
大连元数科技有限公司,java,上海-虹口,14000.0
上海北辰软件股份有限公司,java,上海-浦东,15000.0
华信永益(北京)信息技术有限公司,java,上海-浦东,20000.0
深圳新思,java,上海-徐汇,13500.0
上海坤亿信息技术有限公司,java,上海-嘉定,13500.0
南京功城狮网络科技有限公司,java,上海-黄浦,14000.0
北京卓为科技有限公司,java,上海-静安,16500.0
北京大美金信科技有限公司,java,上海-静安,11000.0
上海汉朔信息科技有限公司,java,上海-浦东,15500.0
上海翕振信息技术有限公司,java,上海-浦东,16000.0
上海锐赢,java,上海-浦东,18000.0
成都迈思信息技术有限公司,java,上海-浦东,13500.0
江苏智蓝信息科技有限公司,java,上海-徐汇,16500.0
上海宝金信息科技有限公司,java,上海-静安,19000.0
北京高阳金信信息技术有限公司,java,上海-浦东,12500.0
上海有大信息科技,java,上海-浦东,14500.0
赢时胜,java,上海-浦东,19000.0
上海新晨信息集成系统有限公司,java,上海-徐汇,17500.0
深圳华云信息系统有限公司,java,上海-青浦,11000.0
上海今创信息技术有限公司徐州云龙分公司,java,上海-长宁,17500.0
新大陆支付,java,上海-浦东,17500.0
上海复深蓝软件股份有限公司,java,上海-徐汇,12000.0
中科软科技股份有限公司,java,上海-黄浦,12500.0
帆立科技,java,上海-浦东,19500.0
上海复深蓝软件股份有限公司,java,上海-浦东,19500.0
上海西派埃智能化系统有限公司,java,上海,11500.0
上海微洛思科技有限公司,java,上海-闵行,17500.0
安徽维思德信息技术有限公司,java,上海-徐汇,22500.0
合肥凯捷技术有限公司,java,上海-徐汇,14500.0
上海必是科技有限公司,java,上海-宝山,12500.0
大连英智科技有限公司,java,上海-浦东,20500.0
上海思创同行网络技术有限公司,java,上海-浦东,20000.0
创新奇智(北京)科技有限公司,java,上海-徐汇,14000.0
上海余行商务信息咨询服务有限公司,java,上海-闵行,15500.0
上海兴岩信息科技有限公司,java,上海-黄浦,17000.0
上海蓝鸟机电有限公司,java,上海-普陀,12000.0
杭州友声科技股份有限公司,java,上海-浦东,14000.0
新大陆支付,java,上海-浦东,13500.0
华荣股份,java,上海-嘉定,9000.0
武汉佰钧成技术有限责任公司,java,上海-浦东,15500.0
上海乐雅健康科技有限公司,java,上海-浦东,18000.0
京北方,java,上海-浦东,16500.0
上海天籍信息科技有限公司,java,上海-虹口,17500.0
盛唐科技(北京)有限公司,java,上海-浦东,14000.0
上海锐赢,java,上海-浦东,16500.0
上海鸣皋教育科技有限公司,java,上海-宝山,15000.0
信必优,java,上海-黄浦,17000.0
上海春笛信息科技有限公司,java,上海-浦东,15000.0
上海逸羽企业管理咨询有限公司,java,上海-浦东,24000.0
上海有大信息科技,java,上海-浦东,15500.0
上海磊璨信息科技有限公司,java,上海-杨浦,20000.0
上海中远海运资讯科技有限公司,java,上海,22500.0
浪潮集团,java,上海-浦东,13500.0
世纪怡嘉软件科技有限公司,java,上海-嘉定,18500.0
新宇联安信息科技(北京)有限公司,java,上海-浦东,16000.0
北京汉克时代科技有限公司,java,上海-静安,17000.0
上海儒一信息科技有限公司,java,上海-黄浦,19000.0
软通动力信息技术(集团)股份有限公司,java,上海-闵行,20500.0
上海普元信创软件技术有限公司,java,上海-浦东,17000.0
上海易碳数字科技有限公司,java,上海,18000.0
上海中科新微信息科技园有限公司,php,上海,12000.0
埃林哲,java,上海-青浦,22500.0
北京卓为科技有限公司,java,上海-浦东,16500.0
上海坤亿信息技术有限公司,java,上海-长宁,14500.0
中联投(上海)数字科技有限公司,java,上海-杨浦,15000.0
郑州软通合力计算机技术有限公司,java,上海-浦东,19000.0
法本信息,java,上海-普陀,19000.0
上海识装信息科技有限公司,java,上海,32500.0
北京大美金信科技有限公司,java,上海-嘉定,16500.0
华乘科技,c++,上海-闵行,26500.0
上海有大信息科技,java,上海-浦东,16500.0
上海仰源自动化技术有限公司,c#,上海,9000.0
易诚互动,java,上海-浦东,14500.0
善能生态集团有限公司,java,上海-浦东,22500.0
深圳市拓保软件有限公司,java,上海-浦东,16500.0
北京开科唯识技术股份有限公司深圳分公司,java,上海-浦东,17500.0
杭州同帆科技有限公司,java,上海-徐汇,32500.0
上海锐赢,java,上海-浦东,13500.0
上海中汇亿达金融信息技术有限公司,java,上海-浦东,14500.0
康嘉信息,java,上海-闵行,20000.0
东方国信,java,上海-浦东,18000.0
深圳市睿服科技有限公司,java,上海-浦东,18500.0
易诚互动,java,上海-浦东,15000.0
深圳市嘉卉互联科技有限公司,java,上海-浦东,20000.0
易宝软件科技(南京)有限公司,java,上海-闵行,18000.0
用友网络科技股份有限公司,java,上海,20500.0
法本信息,java,上海,19000.0
上海比孚信息科技有限公司,java,上海-杨浦,22500.0
上海中科软科技有限公司,java,上海-浦东,17500.0
拜特科技,java,上海-长宁,15000.0
法本信息,java,上海-虹口,14000.0
中储智运,java,上海-浦东,22500.0
上海安进投资管理有限公司,java,上海,22500.0
鹏讯科技(大连)有限公司,java,上海-黄浦,14000.0
合肥凯捷技术有限公司,java,上海,16000.0
上海新华控制技术集团科技有限公司,java,上海-闵行,25000.0
经纬恒润,java,上海-徐汇,15000.0
上海锐赢,java,上海-浦东,18500.0
深圳极联信息技术股份有限公司,java,上海-浦东,20000.0
北京大美金信科技有限公司,java,上海-嘉定,13000.0
上海新朋程数据科技发展有限公司,java,上海,20000.0
上海德慧信息技术有限公司,java,上海-松江,17500.0
南京零探智能科技有限公司,php,上海-徐汇,30000.0
烟台鲁科思科技有限公司,java,上海-静安,15000.0
博彦科技,java,上海-浦东,20000.0
上海药明生物技术有限公司,java,上海-浦东,15000.0
法本信息,java,上海-浦东,20000.0
京北方,java,上海-浦东,25500.0
北京深度创远教育科技有限公司,java,上海-徐汇,26500.0
上海熙软科技有限公司,java,上海-杨浦,19500.0
拼多多,java,上海-长宁,45000.0
上海坤亿信息技术有限公司,java,上海-长宁,14500.0
深圳极联信息技术股份有限公司,java,上海-虹口,20000.0
北京深度创远教育科技有限公司,java,上海-徐汇,30000.0
软通动力信息技术(集团)股份有限公司,java,上海-浦东,17500.0
上海顺凯信息技术有限公司,java,上海-杨浦,16000.0
信必优(深圳)信息技术有限公司,java,上海-浦东,12500.0
重庆玉越信息技术有限公司,java,上海-浦东,16000.0
软通动力信息技术(集团)股份有限公司,java,上海-虹口,12500.0
上海萌飞萌科技有限公司,java,上海-浦东,30000.0
上海畅启软件有限公司,java,上海-长宁,20500.0
上海有大信息科技,c++,上海-浦东,15000.0
上海太屋网络科技有限公司,java,上海-徐汇,25000.0
上海信息人才服务有限公司,golang,上海-浦东,18000.0
上海登飞计算机科技有限公司,java,上海-徐汇,22000.0
央广云听文化传媒有限公司,java,上海,22500.0
中电金信软件有限公司,java,上海-浦东,15000.0
金桥信息,java,上海,21000.0
中科软科技股份有限公司,java,上海,14000.0
上海太屋网络科技有限公司,java,上海-静安,18000.0
法本信息,java,上海-虹口,16000.0
上海锐赢,java,上海-虹口,18500.0
上海新华传媒文化传播有限公司,java,上海-宝山,20000.0
博彦科技,golang,上海-徐汇,25000.0
上海外高桥企业发展促进中心有限公司,java,上海,21500.0
上海柏维信息技术有限公司,java,上海-静安,19000.0
中电金信软件有限公司,java,上海-浦东,16500.0
柯莱特科技有限责任公司,java,上海-浦东,18500.0
深圳市嘉卉互联科技有限公司,java,上海-浦东,20000.0
上海微创软件股份有限公司,golang,上海-浦东,15500.0
北京联龙博通电子商务技术有限公司,java,上海-长宁,21000.0
北京开科唯识技术股份有限公司深圳分公司,java,上海-浦东,16500.0
契约锁,java,上海-闵行,25000.0
大连斯锐信息技术有限公司,java,上海-浦东,19500.0
浪潮集团,java,上海-浦东,18000.0
上海太屋网络科技有限公司,java,上海-徐汇,24000.0
法本信息,java,上海-静安,17500.0
上海派拉软件股份有限公司,c++,上海-浦东,27500.0
万达信息,java,上海-闵行,32500.0
上海坤亿信息技术有限公司,java,上海-嘉定,13000.0
上海汉朔信息科技有限公司,java,上海-浦东,16500.0
上海共睿信息技术有限公司,java,上海-浦东,17000.0
厦门至恒融兴信息技术股份有限公司,java,上海-浦东,17500.0
北京神州数字科技有限公司,java,上海-浦东,15500.0
厦门至恒融兴信息技术股份有限公司,java,上海-浦东,17500.0
上海复深蓝软件股份有限公司,java,上海-浦东,16500.0
昆仑太科(北京)技术股份有限公司,java,上海,16000.0
中电金信软件有限公司,java,上海-徐汇,15000.0
上海复深蓝软件股份有限公司,java,上海-浦东,16500.0
天阳科技,java,上海-黄浦,18000.0
格林豪泰酒店（中国）有限公司,java,上海-嘉定,27500.0
博彦科技承德有限公司,java,上海-浦东,15500.0
厦门至恒融兴信息技术股份有限公司,java,上海-黄浦,16500.0
万达信息,java,上海-闵行,25000.0
长亮科技,java,上海-浦东,20000.0
上海坤亿信息技术有限公司,java,上海-浦东,17500.0
先进数通,java,上海-浦东,18500.0
金锐软件技术(杭州)有限公司,c++,上海-浦东,21500.0
大连斯锐信息技术有限公司,java,上海-虹口,15500.0
易宝软件科技(南京)有限公司,java,上海-浦东,13000.0
中科软科技股份有限公司,java,上海-虹口,19500.0
拼多多,java,上海,47500.0
新意科技,c++,上海-普陀,22500.0
上海卓畅信息技术有限公司,c#,上海-浦东,21000.0
永升物业,java,上海-闵行,20000.0
上海汉升软件有限公司,java,上海-徐汇,15000.0
上海倍通医药科技咨询有限公司,java,上海-黄浦,23000.0
上海云瀚科技股份有限公司,java,上海-徐汇,24000.0
上海锐赢,java,上海-浦东,16500.0
中电金信软件有限公司,java,上海-浦东,17000.0
