"19","苏州工业园区文鼎科技有限公司","软件开发工程师","苏州-吴中","8千-1.5万"
"20","苏州弗士达科学仪器有限公司","C#软件开发工程师","苏州-吴中","1.2万-2.4万"
"21","苏州香农科技有限公司","软件工程师","苏州-吴中","1万-1.5万"
"22","苏州城方信息技术有限公司","Python开发工程师","苏州","7千-1.2万"
"23","江苏惟德电力设备有限公司","中级PHP开发工程师","苏州-姑苏","1万-1.5万"
"24","北京泽佳科益科技有限公司","python开发工程师（外包）","苏州-吴中","1.5万-1.9万"
"25","大豪科技","软件工程师","苏州-常熟","1万-2万"
"26","立臻科技(昆山)有限公司","MES开发工程师","苏州-昆山","1.2万-2.3万"
"27","苏州诺亚智造科技有限公司","助理软件工程师","苏州-吴中","5千-9千"
"28","日善电脑配件(嘉善)有限公司","MES/SFISC#/Java软件开发工程师","苏州","1万-1.5万"
"29","东华软件股份公司","Java软件工程师","苏州-虎丘","8千-1万"
"0","鸣志电器","嵌入式软件助理工程师(J11297)","苏州-太仓","6千-8千"
"1","苏州卓越光华信息技术有限公司","软件开发工程师C#初级","苏州","7千-9千"
"2","苏州振旺光电有限公司","QT开发工程师(产品方向)","苏州-虎丘","8千-1.5万"
"3","上海畅启软件有限公司","Java开发工程师","苏州-吴中","1.2万-2.4万"
"4","苏州索拉科技有限公司","C#软件开发工程师","苏州-姑苏","1万-2万"
"5","外企德科","软件开发工程师（华为OD）","苏州-虎丘","1.3万-2.6万"
"6","郑州海奥软件科技有限公司","中级Java开发工程师","苏州-虎丘","8千-1万"
"7","科大讯飞","c++开发工程师","苏州-吴中","1.2万-1.8万"
"8","苏州瀚川智能科技股份有限公司","软件开发工程师","苏州-吴中","1.2万-2万"
"9","昆山芯物联电子通讯有限公司","软件开发工程师","苏州-昆山","5千-8千"
"10","苏州滔为智能科技有限公司","C#开发实习生","苏州-虎丘","3千-6千"
"11","昆山迪赛纳电子科技有限公司","软件工程师","苏州-昆山","6千-1万"
"12","普罗斯通信技术(苏州)有限公司","嵌入式软件工程师-校招","苏州-昆山","9千-1万"
"13","苏州振旺光电有限公司","嵌入式c/c++软件开发工程师","苏州-虎丘","1万-2万"
"14","苏州城方信息技术有限公司","高级开发工程师","苏州","1.2万-2.4万"
"15","苏州索易人力资源管理有限公司","MES开发工程师，月薪8-12K","苏州-太仓","8千-1.2万"
"16","大豪科技","嵌入式软件工程师","苏州-常熟","1万-2万"
"17","江苏江南商贸集团有限责任公司","C#高级开发工程师（江南数科）","苏州-常熟","1.2万-2万"
"18","深圳市优易控软件有限公司","C#软件开发工程师","苏州-虎丘","1万-1.5万"
"19","南京佳强科技有限公司","python开发工程师","苏州-虎丘","9千-1万"
"20","苏州维嘉科技股份有限公司","软件研发工程师","苏州-工业园区","9千-1.5万"
"21","苏州索拉科技有限公司","WPF软件工程师","苏州-姑苏","7千-1.4万"
"22","琪珂通信(江苏)有限公司","软件开发员","苏州","8千-1.5万"
"23","江苏远大信息股份有限公司","GIS开发","苏州-张家港","1万-1.5万"
"24","外企德科","Java开发工程师","苏州-虎丘","1.5万-3万"
"25","神讯电脑（昆山）有限公司","软体工程师","苏州-昆山","6千-1万"
"26","苏州卫捷医药科技有限公司","软件工程师(C#/Asp.net)","苏州","6千-1.2万"
"27","哈尔滨工程大学船舶装备科技有限公司","计算机软件工程师","苏州-虎丘","6千-8千"
"28","大连思泰克科技有限公司","linux开发工程师","苏州-虎丘","1.4万-1.5万"
"29","七星瓢虫环境科技(苏州)有限公司","全栈工程师","苏州-相城","7千-1万"
"0","普罗斯通信技术(苏州)有限公司","嵌入式软件工程师-校招","苏州-吴中","9千-1万"
"1","艾瑞斯计算机科技(苏州)有限公司","国产化软件开发工程师","苏州-相城","1万-2万"
"2","江苏鑫瑞源科技有限公司","python开发工程师","苏州-虎丘","1.2万-1.3万"
"3","苏州硅岛信息科技有限公司","嵌入式软件工程师","苏州-虎丘","5千-7千"
"4","苏州协同创新智能制造装备有限公司","Java开发工程师","苏州","1.5万-2万"
"5","郑州海奥软件科技有限公司","java开发工程师","苏州-常熟","1.1万-1.8万"
"6","北京瑞友科技股份有限公司","rpa开发工程师","苏州-虎丘","1.3万-1.8万"
"7","苏州锐涛光电科技有限公司","软件研发工程师（实习生）","苏州","8千-1万"
"8","苏州冠鸿智能装备有限公司","C#程序员","苏州-吴中","6千-1.2万"
"9","苏州妙益科技股份有限公司","嵌入式开发","苏州-吴中","1.5万-3万"
"10","东华软件股份公司","java工程师","苏州-虎丘","面议"
"11","软通动力信息技术(集团)股份有限公司","RPA开发工程师","苏州-吴中","1.1万-2万"
"12","江苏百顺智能物流设备有限公司","嵌入式软件开发工程师","苏州","7千-1.4万"
"13","大健云仓科技(苏州)有限公司","Java开发工程师","苏州-虎丘","1万-1.5万"
"14","厦门聚视智创科技有限公司","C++开发工程师","苏州-虎丘","1万-2万"
"15","张家港润盛科技材料有限公司","软件开发工程师","苏州-张家港","1万-1.2万"
"16","深圳市一页科技有限公司",".NET开发工程师","苏州-吴中","1万-1.5万"
"17","阿米检测技术有限公司","Python软件开发工程师","苏州-相城","1.5万-3万"
"18","星网锐捷","软件研发工程师（.net）","苏州-虎丘","1万-1.5万"
"19","苏州伟益达电子技术有限公司","软件工程师","苏州-相城","6千-1.2万"
"20","联德精密材料(中国)股份有限公司","abap开发顾问","苏州","1万-1.8万"
"21","郑州快码软件科技有限公司","c#开发工程师","苏州-虎丘","9千-1.2万"
"22","苏州能斯达电子科技有限公司","嵌入式软件工程师","苏州-虎丘","1万-2万"
"23","大连斯锐信息技术有限公司","c#开发","苏州-吴江","1万-1.4万"
"24","京北方","java开发工程师","苏州-吴中","1.1万-1.8万"
"25","苏州隆士丹自动化技术有限公司","C#.NET开发工程师","苏州-虎丘","1万-1.5万"
"26","上海坤亿信息技术有限公司","外企python开发工程师","苏州-吴中","1.2万-1.5万"
"27","法奥意威(苏州)机器人系统有限公司","软件开发工程师","苏州-虎丘","1.5万-2.1万"
"28","大连斯锐信息技术有限公司",".NET开发工程师【线上面试】","苏州-虎丘","1.3万-1.8万"
"29","外企德科","Python开发工程师","苏州-虎丘","1.5万-3万"
"0","上海基甸信息科技有限公司","java开发","苏州-姑苏","1万-1.5万"
"1","昆山华誉自动化科技有限公司","上位机软件开发工程师","苏州-昆山","1.5万-2万"
"2","江苏谷科软件有限公司","C开发","苏州-吴中","1万-2万"
"3","智联猎头","软件研发工程师","苏州-昆山","1.5万-3万"
"4","国泰新点软件股份有限公司",".NET开发工程师(张家港）","苏州-张家港","9千-1.4万"
"5","深圳飞音科技","C++开发工程师","苏州-吴中","8千-1.6万"
"6","科塞尔医疗科技(苏州)有限公司","嵌入式软件开发工程师（分公司海汛医疗）","苏州","1.2万-1.5万"
"7","苏州隆泰信息技术有限公司","Java中高级程序员（对日ERP开发）","苏州-虎丘","6千-1万"
"8","陕西付立得信息技术有限公司","中级java开发工程师","苏州-吴中","1.4万-1.5万"
"9","苏州工业园区人力资源和社会保障局","高级软件开发工程师-凌志软件","苏州-虎丘","1万-1.6万"
"10","瑞晟微电子（苏州）有限公司","Windows开发工程师2023WN01","苏州","1.3万-2.6万"
"11","南京迈特望科技股份有限公司","Python开发","苏州-吴中","1.1万-1.4万"
"12","湖南拓维云创科技有限责任公司","Python开发工程师","苏州-虎丘","1.3万-1.5万"
"13","苏州索拉科技有限公司","vb软件工程师","苏州-姑苏","7千-1万"
"14","以诺康医疗科技(苏州)有限公司","软件工程师","苏州-虎丘","1.5万-2.5万"
"15","江苏江南商贸集团有限责任公司",".NET开发工程师（江南数科）","苏州-常熟","8千-1.2万"
"16","智联猎头",".net上位机软件开发工程师","苏州-姑苏","8千-1.2万"
"17","苏州埃顿电力科技有限公司","Java开发工程师","苏州-虎丘","2.5万-3.5万"
"18","江苏苏净集团有限公司","软件工程师","苏州","7千-1.2万"
"19","苏州博通计算机科技有限公司","Java开发工程师","苏州","1.2万-1.5万"
"20","欧德神思软件系统(北京)有限公司","（德企）C#软件开发工程师","苏州-虎丘","8千-1.3万"
"21","苏州苏繁自动化技术有限公司",".NET开发工程师","苏州-姑苏","1.3万-2.6万"
"22","海通安恒科技股份有限公司","rpa开发工程师（上海上班，五险一金）","苏州-姑苏","1.2万-2万"
"23","苏州弗士达科学仪器有限公司","软件应用开发工程师","苏州-吴中","1.2万-2.4万"
"24","ユニークシステム株式会社","日语Java/Python开发工程师","苏州","1.5万-3万"
"25","凌志软件","Magento开发工程师","苏州-虎丘","1万-1.5万"
"26","苏州研途教育科技有限公司","Python开发工程师","苏州-虎丘","1万-1.5万"
"27","江苏北人","mes工程师","苏州-工业园区","1万-2万"
"28","祎智量芯(江苏)电子科技有限公司","系统软件工程师","苏州-太仓","1万-1.8万"
"29","中科禾信遥感科技(苏州)有限公司","系统开发工程师","苏州","1.2万-1.8万"
"0","凌志软件","对日软件开发工程师（苏州）","苏州-虎丘","1万-1.5万"
"1","海隆软件(昆山)有限公司","对日软件高级开发工程师","苏州-昆山","1.2万-1.6万"
"2","广东国玉科技股份有限公司","软件应用工程师（苏州）","苏州-虎丘","6千-1.1万"
"3","苏州恩巨网络有限公司","高级qt开发工程师","苏州-虎丘","1.5万-2.3万"
"4","凌志软件","软件开发工程师（对日Java/cobol）","苏州-虎丘","9千-1.4万"
"5","苏州金色未来信息咨询股份有限公司","GIS开发工程师","苏州-吴中","1.3万-1.8万"
"6","软通动力信息技术(集团)股份有限公司","python开发工程师","苏州-吴中","1.5万-1.8万"
"7","苏州市兴鲁空分设备科技发展有限公司","ERP系统开发","苏州","1.2万-1.6万"
"8","郑州海奥软件科技有限公司","C#开发工程师","苏州-吴中","1.1万-1.5万"
"9","苏州医电园生物科技有限公司","开发组长（架构师）","苏州-虎丘","2万-3万"
"10","常州发创软件有限公司","赴日开发软件工程师","苏州","1.2万-2万"
"11","以诺康医疗科技(苏州)有限公司","软件工程师（嵌入式）","苏州-虎丘","1.5万-3万"
"12","苏州杰锐思智能科技股份有限公司","软件工程师（上位机开发）","苏州-吴中","1.2万-1.8万"
"13","南京百敖","BIOS开发工程师","苏州-昆山","1.2万-2.4万"
"14","苏州艾隆工程技术有限公司","软件工程师（苏州工业园区新发路27号）","苏州-虎丘","5千-7千"
"15","常熟市奥特软件技术有限公司","中级软件开发工程师","苏州-常熟","1万-1.3万"
"16","苏州佳智彩光电科技有限公司","C#开发工程师","苏州-吴江","1.3万-2.5万"
"17","苏州空谷网络科技有限公司","Java合伙人","苏州-虎丘","2.5万-4.5万"
"18","郑州海奥软件科技有限公司","苏州.net开发","苏州-吴中","8千-1.3万"
"19","苏州苏恒网络科技有限公司","高级软件工程师","苏州-姑苏","8千-1.2万"
"20","苏州苏纳光电有限公司","软件工程师","苏州-虎丘","8千-1.6万"
"21","苏州就是能源科技有限公司","软件开发高级工程师--常熟","苏州-常熟","1.2万-2万"
"22","上海文华财经资讯股份有限公司","C++开发工程师（SE）","苏州-虎丘","2万-3.5万"
"23","苏州工业园区苏和航空试验技术有限公司","嵌入式软件开发工程师","苏州-虎丘","8千-1.5万"
"24","凌志软件","软件开发工程师（南通凌挚）","苏州-虎丘","9千-1.5万"
"25","苏州光格科技股份有限公司","高级Java软件开发工程师","苏州","2万-3万"
"26","苏州腾伟电子有限公司","软件工程师","苏州-虎丘","1万-1.5万"
"27","华辰精密装备(昆山)股份有限公司","软件工程师","苏州-昆山","8千-1.5万"
"28","苏州杰锐思智能科技股份有限公司","C#软件工程师","苏州-吴中","1.4万-2万"
"29","和顺电气股份","Java工程师","苏州","1万-1.5万"
"0","天准公司","嵌入式软件工程师（底层驱动）","苏州","2万-4万"
"1","苏州格道企业管理咨询有限公司",".NET开发工程师","苏州-虎丘","1.5万-2.5万"
"2","瑞晟微电子（苏州）有限公司","系统软件开发资深工程师（BBA）CN","苏州-工业园区","2万-3万"
"3","苏州昱泽智能科技有限公司","上位机软件开发工程师","苏州-太仓","8千-1.2万"
"4","南京星原云科技有限公司","python开发工程师","苏州-虎丘","1.2万-2万"
"5","安信株式会社","赴日JAVA,Python技术者.NET开发工程师","苏州-虎丘","1.2万-1.8万"
"6","外企德科","通用软件开发工程师（Java/C++/Web）","苏州-虎丘","1.4万-2.7万"
"7","苏州观瑞汽车技术有限公司","软件工程师","苏州-相城","7千-1.4万"
"8","博彦科技","C#开发工程师","苏州-虎丘","1万-1.5万"
"9","苏州洞悉科技有限公司","C++开发工程师","苏州-昆山","1.5万-2.5万"
"10","国讯芯微(苏州)科技有限公司","C++开发工程师","苏州-虎丘","1万-2万"
"11","上海仙睿信息技术有限公司","Python开发","苏州-吴江","1.3万-1.5万"
"12","苏州信亨自动化科技有限公司","C#软件开发工程师","苏州","1.8万-3.5万"
"13","慧灵科技","信息系统开发工程师","苏州-昆山","1.2万-2万"
"14","立臻科技(昆山)有限公司","IT系统开发工程师","苏州-昆山","1.2万-2.4万"
"15","苏州法斯特企业管理咨询有限公司","系统架构师/高级开发工程师","苏州-常熟","2万-3万"
"16","软通动力信息技术(集团)股份有限公司","JAVA开发（银行项目）","苏州-吴中","1.4万-2.2万"
"17","深圳市一页科技有限公司",".NET开发工程师","苏州-吴中","1.3万-1.6万"
"18","赛业生物","软件开发工程师（Python语言）","苏州-太仓","1.3万-2万"
"19","苏州典模电动科技有限公司","嵌入式软件开发","苏州","8千-9千"
"20","苏州梦图地理信息系统有限责任公司","gis开发工程师","苏州-虎丘","7千-1万"
"21","苏州振旺光电有限公司","C++开发工程师（图像算法方向）","苏州-虎丘","1万-2万"
"22","中达电子(江苏)有限公司","C#开发工程师","苏州","1.6万-3万"
"23","苏州康鸿智能装备股份有限公司","C++软件工程师","苏州","1万-2万"
"24","苏州科达","c语言开发工程师","苏州-虎丘","9千-1.5万"
"25","上海坤亿信息技术有限公司","golang开发","苏州-吴中","1.2万-1.5万"
"26","苏州晶睿半导体科技有限公司","软件开发工程师","苏州-张家港","1.3万-1.7万"
"27","苏州佳智彩光电科技有限公司","C#开发工程师","苏州-吴江","1.3万-2.5万"
"28","慧灵科技","上位机软件开发工程师","苏州-昆山","1.2万-2.4万"
"29","合芯科技有限公司","软件开发工程师（中间件、数据库方向）","苏州-虎丘","1.5万-3万"
"0","杭州领慧企业管理咨询有限公司","W207-苏州-Pathon开发","苏州-吴中","1.2万-1.5万"
"1","苏州奇梦者科技有限公司","C语言开发工程师","苏州-吴中","1万-1.5万"
"2","软通动力信息技术(集团)股份有限公司","Java高级开发工程师","苏州-吴中","1.3万-2.3万"
"3","威芯星智能科技(苏州)有限公司","嵌入式软件工程师（物联网）","苏州-吴中","1.5万-2万"
"4","苏州弗格信息科技有限公司","c#开发工程师","苏州-吴中","1万-1.6万"
"5","苏州德睦信息科技有限公司",".NET研发工程师","苏州-相城","8千-1.2万"
"6","苏州恩巨网络有限公司","C++开发工程师","苏州","1.5万-3万"
"7","国泰新点软件股份有限公司","张家港.net开发工程师","苏州-张家港","8千-1万"
"8","江苏拓普森房地产资产评估规划测绘有限公司","GIS开发工程师","苏州","1万-2万"
"9","苏州法斯特企业管理咨询有限公司",".NET开发工程师","苏州-虎丘","9千-1.3万"
"10","赛腾股份","abap开发工程师","苏州-吴中","1万-2万"
"11","江苏兰之天软件技术有限公司",".NET开发工程师","苏州-太仓","8千-1.6万"
"12","株式会社ProfaceSystems","赴日软件工程师（大学毕业生）","苏州-昆山","1.5万-2万"
"13","苏州香农科技有限公司","MES开发工程师","苏州","1.5万-2万"
"14","苏州伊欧陆系统集成有限公司","软件工程师","苏州-虎丘","1万-2万"
"15","北京瑞友科技股份有限公司","rpa工程师","苏州-虎丘","1.2万-1.7万"
"16","湖北派易达人力资源有限公司","嵌入式开发工程师","苏州-虎丘","1.3万-1.6万"
"17","凌志软件","salesforce开发工程师（对日）","苏州-虎丘","1.3万-1.6万"
"18","海隆软件(昆山)有限公司","对日软件开发项目组长","苏州-昆山","1.4万-2万"
"19","北京国氢中联氢能科技研究院有限公司","软件开发工程师","苏州-常熟","1.6万-2.5万"
"20","软通动力信息技术(集团)股份有限公司","RPA","苏州-吴中","1.1万-2万"
"21","苏州国科康成医疗科技有限公司","医学影像处理软件开发工程师","苏州","8千-1.3万"
"22","上海微创软件股份有限公司","python开发工程师","苏州-虎丘","1万-2万"
"23","苏州六子台科技有限公司","PHP开发工程师","苏州-吴中","1万-1.5万"
"24","上海松盛机器人系统有限公司","软件工程师","苏州-昆山","8千-1.5万"
"25","株式会社ProfaceSystems","赴日软件工程师（大学毕业生）","苏州-张家港","1.5万-2万"
"26","大西电子仪器(昆山)有限公司","软件设计工程师","苏州-昆山","1万-1.6万"
"27","苏州艾菲凌智能科技有限公司","算法工程师","苏州","6千-1.2万"
"28","柔胜刚智能科技(苏州)有限公司","软件工程师","苏州-太仓","1.3万-2.6万"
"29","邦鼎智能科技(苏州)有限公司",".NET开发工程师","苏州-相城","1万-1.6万"
"0","浙江亿邦通信科技股份有限公司","驱动开发工程师","苏州-虎丘","1.4万-2万"
"1","苏州工业园区文鼎科技有限公司","软件工程师","苏州-吴江","1.5万-2.5万"
"2","凯睿德制造软件(苏州)有限公司","软件工程师（苏州）","苏州-吴中","1万-2万"
"3","苏州空谷网络科技有限公司","Java全栈工程师","苏州-虎丘","1万-2万"
"4","苏州市青英信息科技有限公司","C#软件开发工程师","苏州-吴江","1.5万-2.5万"
"5","外企德科","Java/运维/测试/试用期全薪","苏州-虎丘","1.5万-3万"
"6","郑州纳石信息科技有限公司",".net开发工程师","苏州-吴中","9千-1.2万"
"7","普源精电科技股份有限公司","嵌入式软件开发工程师","苏州","1.5万-2.5万"
"8","青岛奥利普奇智智能工业技术有限公司",".NET开发工程师","苏州-姑苏","1.3万-2万"
"9","泛普科技","PHP工程师","苏州-虎丘","8千-1.5万"
"10","欧立腾(北京)技术咨询有限公司上海分公司","python开发（tornado框架，外企福利好）","苏州-吴中","1.2万-1.4万"
"11","外企德科","Python开发工程师","苏州-虎丘","1.4万-2.1万"
"12","苏州格道企业管理咨询有限公司","初级嵌入式软件工程师","苏州-虎丘","8千-1万"
"13","苏州工业园区人力资源和社会保障局","技术经理（java)-智慧芽","苏州-虎丘","3万-4万"
"14","苏州彤帆智能科技有限公司","初级软件工程师","苏州","6千-1万"
"15","苏州天弘激光股份有限公司","软件工程师","苏州-吴中","1.8万-3万"
"16","浙江普康智慧养老产业科技有限公司","嵌入式软件开发工程师","苏州-吴江","6千-1万"
"17","苏州鸿鹄骐骥电子科技有限公司","嵌入式软件工程师","苏州","8千-1.6万"
"18","外企德科","C++开发工程师","苏州-虎丘","1.4万-2万"
"19","苏州光图智能科技有限公司","C++软件开发工程师","苏州-虎丘","1.4万-2万"
"20","苏州恒浦测试科技有限公司","上位机软件开发工程师","苏州-昆山","1万-1.5万"
"21","郑州纳石信息科技有限公司",".NET开发工程师","苏州-吴中","9千-1.3万"
"22","以诺康医疗科技(苏州)有限公司","上位机软件工程师","苏州-虎丘","1.5万-2.5万"
"23","苏州冠鸿智能装备有限公司","c#开发工程师","苏州-吴中","1.5万-2万"
"24","慧灵科技","C#软件开发工程师","苏州-昆山","1.2万-2.2万"
"25","广州视源电子科技股份有限公司","C++软件开发工程师","苏州-吴中","1.5万-2万"
"26","苏州市福川科技有限公司","C++/Qt开发工程师","苏州-虎丘","1万-2万"
"27","大连思泰克科技有限公司","linux开发工程师","苏州-虎丘","1.3万-1.6万"
"28","三微电子科技(苏州)有限公司","C++开发工程师","苏州-吴中","1.5万-3万"
"29","江苏亨通太赫兹技术有限公司","C++开发工程师","苏州-吴江","1.2万-2.4万"
"0","深圳市正业玖坤信息技术有限公司","软件工程师（苏州）","苏州-虎丘","1万-1.5万"
"1","苏州清研精准汽车科技有限公司北京分公司","C#软件工程师","苏州-吴中","1.5万-2.5万"
"2","苏州金色未来信息咨询股份有限公司","系统架构师","苏州","1.5万-2万"
"3","俐玛光电科技(北京)有限公司","软件工程师","苏州-吴中","1.5万-3万"
"4","科大国创软件股份有限公司","cc++c#开发工程师","苏州-虎丘","面议"
"5","广州虹科电子科技有限公司","嵌入式工程师（全国）","苏州-虎丘","8千-1.6万"
"6","湖南拓维云创科技有限责任公司","C++开发工程师","苏州-虎丘","1.5万-2.2万"
"7","江苏麦洛电气有限公司","嵌入式软件工程师（应届）","苏州-姑苏","8千-1.6万"
"8","云计划软件科技","对日Java","苏州-吴中","6千-8千"
"9","武汉金测检测技术有限公司","C#软件工程师","苏州-昆山","1万-1.5万"
"10","苏州市安孚企业管理信息咨询服务有限公司","PHP开发工程师","苏州-吴中","2万-3万"
"11","浩辰软件","C#软件工程师","苏州","1万-1.5万"
"12","全亿健康药房有限公司",".NET开发工程师(J10464)","苏州-吴中","1.1万-1.8万"
"13","苏州群迈自动化科技有限公司","软件工程师","苏州","1万-2万"
"14","苏州冠鸿智能装备有限公司","中级软件工程师","苏州","7千-1.2万"
"15","苏州金橙子激光技术有限公司","c#软件工程师","苏州-虎丘","1.4万-2.2万"
"16","苏州格道企业管理咨询有限公司","C#开发工程师","苏州-虎丘","1.5万-2.5万"
"17","苏州空谷网络科技有限公司","PHP实习生","苏州-虎丘","3千-5千"
"18","苏州优备精密智能装备股份有限公司","c#开发工程师","苏州-虎丘","1.2万-2.4万"
"19","昆山亚得利智能科技有限公司","嵌入式软件开发工程师","苏州-昆山","1万-1.8万"
"20","苏州金色未来信息咨询股份有限公司","C#开发工程师","苏州-吴中","1.5万-1.9万"
"21","武汉达梦数据库股份有限公司","软件研发工程师","苏州-吴中","1.3万-2万"
"22","苏州正雄企业发展有限公司","Java应用架构师","苏州","2.5万-3万"
"23","华工激光","软件工程师","苏州-工业园区","1万-1.5万"
"24","苏州博康智能科技有限公司","上位机软件开发工程师","苏州-虎丘","1.3万-2.6万"
"25","苏州吾域科技有限公司","Python研发工程师","苏州-吴中","1.5万-2万"
"26","博彦科技承德有限公司","c++开发工程师","苏州-虎丘","1.5万-2万"
"27","苏州硕实电子科技有限公司","资深嵌入式开发工程师","苏州-相城","1.5万-2万"
"28","力神电池(苏州)有限公司","mes工程师","苏州-高新区","1.2万-1.8万"
"29","苏州格道企业管理咨询有限公司","Java工程师","苏州-虎丘","1.2万-2万"
"0","苏州工业园区人力资源和社会保障局","软件开发工程师-凌志软件","苏州-虎丘","8千-1.2万"
"1","苏州振旺光电有限公司","Qt开发工程师","苏州-虎丘","1万-1.8万"
"2","昆山市工业技术研究院有限责任公司","嵌入式软件工程师（智能所）","苏州","1万-2万"
"3","苏州通商软件科技有限公司","odoo开发工程师","苏州-虎丘","8千-1.6万"
"4","苏州杰锐思智能科技股份有限公司","C#软件工程师","苏州-吴中","1.5万-2万"
"5","苏州视印智能系统有限公司","软件工程师","苏州","6千-1.2万"
"6","上海卓迈汽车技术服务有限公司","上位机开发工程师","苏州-昆山","1.1万-1.6万"
"7","昆山艾派斯软件科技有限公司","mes工程师","苏州-昆山","1万-1.5万"
"8","智联猎头","WPF工程师-索拉科技","苏州-姑苏","8千-1.2万"
"9","苏州宝捷信息科技有限公司","vb软件开发工程师","苏州-吴中","9千-1.2万"
"10","嘉兴景焱智能装备技术有限公司","软件工程师","苏州-工业园区","1.2万-2.4万"
"11","苏州艾氪英诺机器人科技有限公司","c++软件开发工程师","苏州-相城","1.9万-3万"
"12","株式会社レッツ·ビジネスブレーン","赴日软件开发","苏州-姑苏","1万-2万"
"13","急速国际物流科技(深圳)有限公司","PHP开发","苏州-姑苏","8千-1.2万"
"14","苏州视印智能系统有限公司","嵌入式软件工程师","苏州","8千-1.5万"
"15","苏州金色未来信息咨询股份有限公司","C#开发","苏州-吴中","1.2万-1.3万"
"16","苏州艾氪英诺机器人科技有限公司","C++软件开发工程师","苏州-相城","1.5万-2.5万"
"17","北京帝森克罗德技术有限公司","嵌入式软件工程师","苏州-昆山","8千-1.6万"
"18","深圳市德晟达电子科技有限公司","嵌入式BSP工程师","苏州-虎丘","2万-3.5万"
"19","昆山凯蓝环保科技有限公司","嵌入式软件工程师","苏州-昆山","8千-1.5万"
"20","郑州海奥软件科技有限公司",".NET开发工程师","苏州-吴中","1.1万-1.5万"
"21","北京启融科技有限公司","嵌入式应用开发","苏州-吴中","2.5万-4万"
"22","江苏苏净集团有限公司","嵌入式软件工程","苏州","7千-1.2万"
"23","江苏兰之天软件技术有限公司",".NET中级软件开发工程师","苏州-太仓","8千-1.6万"
"24","和顺电气股份","软件工程师","苏州","1万-1.8万"
"25","株式会社ProfaceSystems","赴日软件工程师（大学毕业生）","苏州-常熟","1.5万-2万"
"26","ユニークシステム株式会社","赴日java/.net/cobol软件开发工程师-中高级","苏州","1.5万-2万"
"27","苏州橙柳电子精密有限公司","ERP开发工程师","苏州","1.2万-2万"
"28","乐普医疗","C++开发工程师","苏州-虎丘","1.3万-2.5万"
"29","苏州工业园区格比机电有限公司","mes软件开发工程师","苏州","1.5万-2万"
"0","成都卓影科技股份有限公司","高级java开发工程师","上海-浦东","1.3万-1.8万"
"1","上海卓畅信息技术有限公司","后端开发","上海-浦东","1.2万-2.4万"
"2","上海山源电子科技股份有限公司","软件后端开发工程师(J10004)","上海-松江","1.2万-2.2万"
"3","万宝盛华企业管理咨询(上海)有限公司北京分公司","高级后端开发工程师/后端开发专家（服务端开发）","上海-静安","2.5万-3.5万"
"4","上海朱立业创业孵化器有限公司","Java后端开发工程师","上海-黄浦","3万-4万"
"5","江西磊沃信息技术有限公司","后端开发","上海-黄浦","1万-1.5万"
"6","上海太屋网络科技有限公司","java后端开发工程师","上海-浦东","1万-1.8万"
"7","上海东欣软件工程有限公司","后端开发人员","上海","1.2万-1.6万"
"8","蓝聪科技(上海)股份有限公司","Java/后端开发工程师","上海-浦东","1万-1.2万"
"9","上海金亥通信设备有限公司","后端开发工程师（JAVA）（上海）","上海-浦东","8千-1.5万"
"10","燕梭金融信息科技(上海)有限公司","中级后端开发工程师","上海-浦东","8千-1.1万"
"11","上海坤策文化传播有限公司","后端开发工程师","上海","1.2万-1.8万"
"12","上海勇心网络科技有限公司","后端开发工程师","上海-徐汇","1.2万-2.4万"
"13","瑞庭网络技术（上海）有限公司-安居客","后端开发工程师（实习生）-上海(J28821)","上海-浦东","150-200/天"
"14","上海北羽自动化科技有限公司","软件开发工程师（后端）","上海-浦东","1万-1.5万"
"15","上海岩易科技有限公司","软件开发后端工程师","上海-浦东","1.2万-1.8万"
"16","燕梭金融信息科技(上海)有限公司","高级后端开发工程师","上海-浦东","1.1万-1.3万"
"17","广州聚豪科技有限公司","后端开发助理","上海-长宁","4千-6千"
"18","太阳生物技术","Web后端开发工程师","上海-闵行","1.5万-2万"
"19","上海中大肿瘤医院有限公司","后端开发","上海","1万-1.3万"
"20","上海韦翰斯生物医药科技有限公司","后端开发工程师","上海-浦东","1.3万-2万"
"21","成都迈思信息技术有限公司","Java后端开发工程师","上海-徐汇","1.5万-2.2万"
"22","上海宝掣科技有限公司","Java后端开发工程师","上海-宝山","7千-1.2万"
"23","杭州茵岢科技有限责任公司","Golang后端开发","上海-杨浦","1.3万-1.8万"
"24","欣和企业","高级后端开发工程师","上海-长宁","2.5万-3万"
"25","沛德光电科技(上海)有限公司","java后端开发工程师","上海-浦东","1.5万-2.5万"
"26","上海之江生物科技股份有限公司","高级后端开发工程师","上海-闵行","1.7万-2.8万"
"27","软通动力信息技术(集团)股份有限公司","后端开发工程师","上海-虹口","1万-1.5万"
"28","上海寻序人工智能科技有限公司","后端开发工程师","上海-嘉定","2万-3.5万"
"29","上海奕盛软件有限公司","后端开发工程师","上海-闵行","7千-1.4万"
"0","德科信息有限公司","java后端开发工程师（数据开发平台项目）","上海-青浦","1.2万-2.4万"
"1","上海超霸美容美发用品有限公司","小程序商城后端开发","上海","8千-1.2万"
"2","法罗适(上海)医疗技术有限公司","后端开发工程师","上海","1.5万-3万"
